Incidente;Fecha;Departamento;Zona;Clase de sitio;Arma empleada;Edad;Sexo;Estado civil;Clase de empleado
4033;08/03/2014;CUNDINAMARCA;URBANA;APARTAMENTO;ARMA DE FUEGO;25;FEMENINO;SOLTERO;INDEPENDIENTE
11764;26/07/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;63;FEMENINO;CASADO;ARTISTA
10235;29/06/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;33;FEMENINO;SOLTERO;INDEPENDIENTE
18820;22/11/2014;SANTANDER;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;30;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
14764;12/09/2014;ANTIOQUIA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;43;MASCULINO;CASADO;AMA DE CASA
12860;13/08/2014;TOLIMA;URBANA;APARTAMENTO;CONTUNDENTES;39;FEMENINO;CASADO;COMERCIANTE
5698;07/04/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;66;FEMENINO;CASADO;PENSIONADO
18893;24/11/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;42;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
3425;25/02/2014;CUNDINAMARCA;URBANA;VIAS PUBLICAS;CONTUNDENTES;18;FEMENINO;-;NO REPORTA
8765;31/05/2014;NARIÑO;URBANA;CASAS DE HABITACION;CONTUNDENTES;30;MASCULINO;SOLTERO;AMA DE CASA
5022;25/03/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;60;MASCULINO;CASADO;EMPLEADO PARTICULAR
20264;22/12/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;40;FEMENINO;SEPARADO;EMPLEADO PARTICULAR
17767;02/11/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;18;FEMENINO;-;NO REPORTA
20541;28/12/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;CONTUNDENTES;35;FEMENINO;UNION LIBRE;INDEPENDIENTE
12288;04/08/2014;VALLE;URBANA;APARTAMENTO EN CONJUNTO CERRADO;SIN EMPLEO DE ARMAS;36;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
645;11/01/2014;CAUCA;RURAL;VIAS PUBLICAS;CORTANTES;29;FEMENINO;UNION LIBRE;INDEPENDIENTE
18576;17/11/2014;QUINDÍO;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;52;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
20295;23/12/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;48;FEMENINO;VIUDO;AMA DE CASA
2426;09/02/2014;HUILA;RURAL;CASAS DE HABITACION;CONTUNDENTES;33;FEMENINO;UNION LIBRE;AMA DE CASA
10907;10/07/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;34;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
507;09/01/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;36;FEMENINO;UNION LIBRE;AMA DE CASA
588;10/01/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;44;MASCULINO;SOLTERO;INDEPENDIENTE
14962;15/09/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;32;MASCULINO;UNION LIBRE;INDEPENDIENTE
19849;13/12/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;37;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
18230;10/11/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;21;MASCULINO;SOLTERO;ESTUDIANTE
2366;08/02/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;40;FEMENINO;SOLTERO;EDUCADOR
15044;16/09/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;43;MASCULINO;UNION LIBRE;INDEPENDIENTE
18008;06/11/2014;SANTANDER;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;22;FEMENINO;UNION LIBRE;COMERCIANTE
8069;19/05/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;51;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
2791;14/02/2014;PUTUMAYO;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;50;FEMENINO;CASADO;INDEPENDIENTE
10336;01/07/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;20;MASCULINO;UNION LIBRE;INDEPENDIENTE
9164;08/06/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;35;MASCULINO;SOLTERO;INDEPENDIENTE
18091;08/11/2014;ANTIOQUIA;URBANA;APARTAMENTO;CORTANTES;26;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
10927;11/07/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;76;FEMENINO;CASADO;INDEPENDIENTE
16076;02/10/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;70;FEMENINO;VIUDO;PENSIONADO
8044;19/05/2014;CUNDINAMARCA;URBANA;APARTAMENTO;ARMA DE FUEGO;27;FEMENINO;CASADO;INDEPENDIENTE
10;01/01/2014;BOYACÁ;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;27;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
16308;06/10/2014;CHOCÓ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;57;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
8402;25/05/2014;BOYACÁ;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;28;MASCULINO;CASADO;EMPLEADO PARTICULAR
7926;17/05/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;75;FEMENINO;SEPARADO;INDEPENDIENTE
13386;22/08/2014;CASANARE;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;24;MASCULINO;SOLTERO;INDEPENDIENTE
18138;08/11/2014;SANTANDER;URBANA;VIAS PUBLICAS;CONTUNDENTES;51;MASCULINO;CASADO;EMPLEADO PARTICULAR
10192;28/06/2014;VALLE;URBANA;CASAS DE HABITACION;CONTUNDENTES;63;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
11859;28/07/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;42;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
6037;13/04/2014;HUILA;URBANA;CASAS DE HABITACION;CONTUNDENTES;35;FEMENINO;CASADO;AMA DE CASA
923;15/01/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;34;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
19300;03/12/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;30;MASCULINO;UNION LIBRE;INDEPENDIENTE
6428;20/04/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;36;MASCULINO;CASADO;EMPLEADO PARTICULAR
3977;07/03/2014;CALDAS;URBANA;CASAS DE HABITACION;CONTUNDENTES;31;MASCULINO;SOLTERO;DESEMPLEADO
1885;01/02/2014;ANTIOQUIA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;31;FEMENINO;CASADO;EMPLEADO PARTICULAR
6485;21/04/2014;VALLE;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;69;MASCULINO;CASADO;EMPLEADO PARTICULAR
1187;19/01/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;69;FEMENINO;VIUDO;PENSIONADO
1365;22/01/2014;META;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;24;MASCULINO;SOLTERO;INDEPENDIENTE
9940;23/06/2014;HUILA;URBANA;CASAS DE HABITACION;CONTUNDENTES;29;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
8898;03/06/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;CONTUNDENTES;27;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
8065;19/05/2014;RISARALDA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;54;FEMENINO;SEPARADO;EMPLEADO PARTICULAR
15995;01/10/2014;CÓRDOBA;URBANA;VIAS PUBLICAS;CONTUNDENTES;32;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
6277;18/04/2014;BOYACÁ;URBANA;APARTAMENTO;CONTUNDENTES;62;MASCULINO;CASADO;EMPLEADO PARTICULAR
17431;26/10/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;32;FEMENINO;DIVORCIADO;INDEPENDIENTE
2928;17/02/2014;BOYACÁ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;23;MASCULINO;SOLTERO;INDEPENDIENTE
7011;01/05/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;50;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
16224;04/10/2014;SANTANDER;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;27;MASCULINO;UNION LIBRE;COMERCIANTE
8584;28/05/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;24;MASCULINO;SOLTERO;INDEPENDIENTE
12681;11/08/2014;CASANARE;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;23;FEMENINO;CASADO;NO REPORTA
17041;18/10/2014;SUCRE;URBANA;VIAS PUBLICAS;CONTUNDENTES;32;FEMENINO;CASADO;EMPLEADO PARTICULAR
3595;28/02/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;SIN EMPLEO DE ARMAS;43;MASCULINO;CASADO;PENSIONADO
3396;25/02/2014;ATLÁNTICO;URBANA;CASAS DE HABITACION;CONTUNDENTES;23;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
14670;10/09/2014;SAN ANDRÉS;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;55;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
843;14/01/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;CONTUNDENTES;41;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
11237;16/07/2014;META;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;47;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
89;02/01/2014;CASANARE;URBANA;CASAS DE HABITACION;CONTUNDENTES;45;MASCULINO;CASADO;INDEPENDIENTE
17301;23/10/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;55;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
17129;20/10/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;47;FEMENINO;UNION LIBRE;INDEPENDIENTE
9308;11/06/2014;CALDAS;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;49;FEMENINO;SEPARADO;AMA DE CASA
4107;09/03/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;36;MASCULINO;UNION LIBRE;INDEPENDIENTE
7930;17/05/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;SIN EMPLEO DE ARMAS;22;MASCULINO;SOLTERO;INDEPENDIENTE
17659;31/10/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;37;MASCULINO;CASADO;EMPLEADO POLICIAL
10294;30/06/2014;SANTANDER;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;46;FEMENINO;CASADO;COMERCIANTE
13980;01/09/2014;CHOCÓ;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;48;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
10453;03/07/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;39;MASCULINO;UNION LIBRE;COMERCIANTE
7939;17/05/2014;PUTUMAYO;URBANA;CASAS DE HABITACION;CONTUNDENTES;50;MASCULINO;CASADO;EMPLEADO PARTICULAR
11290;17/07/2014;GUAJIRA;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;38;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
8337;24/05/2014;CAQUETÁ;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;30;MASCULINO;CASADO;INDEPENDIENTE
12883;14/08/2014;CASANARE;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;56;MASCULINO;CASADO;EMPLEADO PARTICULAR
11462;20/07/2014;HUILA;URBANA;CASAS DE HABITACION;CONTUNDENTES;37;MASCULINO;CASADO;EMPLEADO PARTICULAR
7366;07/05/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;45;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
110;02/01/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;21;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
2416;09/02/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;51;FEMENINO;UNION LIBRE;INDEPENDIENTE
3452;25/02/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;64;FEMENINO;DIVORCIADO;COMERCIANTE
19917;15/12/2014;CESAR;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;48;FEMENINO;SOLTERO;AMA DE CASA
3216;22/02/2014;ATLÁNTICO;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;58;FEMENINO;VIUDO;COMERCIANTE
11965;30/07/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;35;FEMENINO;CASADO;EMPLEADO PARTICULAR
12968;15/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CORTANTES;29;FEMENINO;DIVORCIADO;EMPLEADO PARTICULAR
4261;12/03/2014;SAN ANDRÉS;URBANA;CASAS DE HABITACION;CONTUNDENTES;48;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
19749;12/12/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;33;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
15479;22/09/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;28;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
20128;19/12/2014;QUINDÍO;URBANA;CASAS DE HABITACION;CONTUNDENTES;19;MASCULINO;SOLTERO;INDEPENDIENTE
20272;22/12/2014;HUILA;URBANA;CASAS DE HABITACION;CONTUNDENTES;34;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
8702;30/05/2014;CUNDINAMARCA;URBANA;APARTAMENTO;ARMA DE FUEGO;26;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
363;06/01/2014;SANTANDER;URBANA;CASAS DE HABITACION;CONTUNDENTES;34;MASCULINO;CASADO;EMPLEADO PARTICULAR
2022;03/02/2014;CÓRDOBA;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;58;MASCULINO;UNION LIBRE;COMERCIANTE
6633;24/04/2014;META;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;52;FEMENINO;UNION LIBRE;AMA DE CASA
13878;30/08/2014;META;URBANA;CASAS DE HABITACION;CONTUNDENTES;34;FEMENINO;CASADO;AMA DE CASA
8368;24/05/2014;META;URBANA;HOTELES, RESIDENCIAS, Y SIMILARES.;SIN EMPLEO DE ARMAS;20;FEMENINO;SOLTERO;INDEPENDIENTE
19193;30/11/2014;VALLE;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;24;FEMENINO;SOLTERO;INDEPENDIENTE
6708;26/04/2014;BOYACÁ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;55;FEMENINO;CASADO;COMERCIANTE
4194;11/03/2014;HUILA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;25;MASCULINO;SOLTERO;INDEPENDIENTE
12441;07/08/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;39;MASCULINO;CASADO;INDEPENDIENTE
15655;26/09/2014;ANTIOQUIA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;31;MASCULINO;UNION LIBRE;EMPLEADO POLICIAL
4962;24/03/2014;SANTANDER;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;47;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
9362;12/06/2014;BOLÍVAR;URBANA;CASAS DE HABITACION;CONTUNDENTES;50;FEMENINO;UNION LIBRE;AMA DE CASA
12951;15/08/2014;CASANARE;URBANA;CASAS DE HABITACION;CONTUNDENTES;40;FEMENINO;UNION LIBRE;INDEPENDIENTE
7430;09/05/2014;ANTIOQUIA;URBANA;APARTAMENTO;CONTUNDENTES;58;FEMENINO;VIUDO;AMA DE CASA
7528;10/05/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;54;FEMENINO;SEPARADO;INDEPENDIENTE
20583;29/12/2014;ANTIOQUIA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;49;MASCULINO;SOLTERO;INDEPENDIENTE
15436;22/09/2014;ANTIOQUIA;RURAL;TRAMO DE VIA;ARMA DE FUEGO;53;MASCULINO;CASADO;EMPLEADO PARTICULAR
11153;15/07/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;28;FEMENINO;UNION LIBRE;INDEPENDIENTE
697;12/01/2014;ANTIOQUIA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;35;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
16257;05/10/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;29;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
7888;16/05/2014;SANTANDER;URBANA;CASAS DE HABITACION;CONTUNDENTES;74;MASCULINO;CASADO;PENSIONADO
1662;27/01/2014;TOLIMA;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;54;MASCULINO;SOLTERO;COMERCIANTE
17400;25/10/2014;SANTANDER;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;28;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
569;10/01/2014;CAQUETÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;35;FEMENINO;SOLTERO;AMA DE CASA
15846;28/09/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;74;FEMENINO;CASADO;AMA DE CASA
17778;02/11/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;53;FEMENINO;CASADO;AMA DE CASA
9963;24/06/2014;ATLÁNTICO;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;39;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
16684;12/10/2014;CUNDINAMARCA;URBANA;VIAS PUBLICAS;CONTUNDENTES;59;FEMENINO;SOLTERO;INDEPENDIENTE
13431;22/08/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;41;MASCULINO;CASADO;NO REPORTA
2009;03/02/2014;ANTIOQUIA;URBANA;VIAS PUBLICAS;CONTUNDENTES;34;MASCULINO;CASADO;COMERCIANTE
11411;19/07/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;37;MASCULINO;SOLTERO;EMPLEADO PUBLICO
1144;19/01/2014;ARAUCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;35;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
17110;20/10/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;32;FEMENINO;CASADO;INDEPENDIENTE
4716;19/03/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;42;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
13981;01/09/2014;CHOCÓ;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;46;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
10570;05/07/2014;CASANARE;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;38;MASCULINO;CASADO;GANADERO
19913;15/12/2014;CAQUETÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;22;MASCULINO;SOLTERO;INDEPENDIENTE
12379;06/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;33;FEMENINO;CASADO;NO REPORTA
8653;29/05/2014;NARIÑO;URBANA;CASAS DE HABITACION;CONTUNDENTES;22;FEMENINO;SOLTERO;AMA DE CASA
18796;22/11/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;47;FEMENINO;CASADO;INDEPENDIENTE
6907;29/04/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;24;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
5658;06/04/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;60;MASCULINO;SOLTERO;INDEPENDIENTE
8498;27/05/2014;CASANARE;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;32;FEMENINO;CASADO;INDEPENDIENTE
4697;19/03/2014;NARIÑO;URBANA;CASAS DE HABITACION;CONTUNDENTES;23;MASCULINO;SOLTERO;INDEPENDIENTE
12387;06/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;32;MASCULINO;UNION LIBRE;INDEPENDIENTE
5405;02/04/2014;CALDAS;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;25;FEMENINO;CASADO;EMPLEADO PARTICULAR
10996;12/07/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;27;FEMENINO;SOLTERO;DESEMPLEADO
13688;27/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;29;MASCULINO;SOLTERO;DESEMPLEADO
3023;18/02/2014;META;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;36;FEMENINO;SOLTERO;AMA DE CASA
9563;16/06/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;39;MASCULINO;CASADO;INDEPENDIENTE
7270;06/05/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;58;MASCULINO;SOLTERO;INDEPENDIENTE
20097;19/12/2014;CASANARE;URBANA;PERIMETRO URBANO;SIN EMPLEO DE ARMAS;61;FEMENINO;SOLTERO;INDEPENDIENTE
17477;27/10/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;45;FEMENINO;VIUDO;INDEPENDIENTE
10802;09/07/2014;ARAUCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;58;MASCULINO;CASADO;EMPLEADO PARTICULAR
10386;01/07/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;48;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
6667;25/04/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;30;MASCULINO;SOLTERO;INDEPENDIENTE
10207;29/06/2014;CALDAS;RURAL;HACIENDA;CONTUNDENTES;49;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
17804;03/11/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;21;FEMENINO;SOLTERO;ESTUDIANTE
2752;14/02/2014;BOYACÁ;RURAL;CASAS DE HABITACION;CONTUNDENTES;60;MASCULINO;UNION LIBRE;INDEPENDIENTE
8647;29/05/2014;GUAJIRA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;35;FEMENINO;SOLTERO;INDEPENDIENTE
18165;09/11/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;58;FEMENINO;CASADO;AMA DE CASA
34;01/01/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;38;MASCULINO;CASADO;EMPLEADO PARTICULAR
16126;03/10/2014;CAQUETÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;31;MASCULINO;UNION LIBRE;INDEPENDIENTE
11900;28/07/2014;VALLE;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;59;FEMENINO;VIUDO;AMA DE CASA
17847;04/11/2014;CUNDINAMARCA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;42;FEMENINO;CASADO;EMPLEADO PARTICULAR
6656;25/04/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;48;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
3128;20/02/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;51;MASCULINO;CASADO;EMPLEADO PARTICULAR
13817;29/08/2014;PUTUMAYO;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;27;FEMENINO;SOLTERO;EMPLEADO PUBLICO
12057;31/07/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;34;FEMENINO;DIVORCIADO;AMA DE CASA
16772;13/10/2014;SAN ANDRÉS;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;29;MASCULINO;CASADO;EMPLEADO PARTICULAR
7093;02/05/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;70;MASCULINO;CASADO;INDEPENDIENTE
16875;15/10/2014;VALLE;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;56;MASCULINO;UNION LIBRE;AGRICULTOR
16735;13/10/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;35;MASCULINO;UNION LIBRE;INDEPENDIENTE
17774;02/11/2014;QUINDÍO;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;58;MASCULINO;CASADO;EMPLEADO PARTICULAR
13501;24/08/2014;CHOCÓ;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;28;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
2735;13/02/2014;SUCRE;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;31;FEMENINO;SOLTERO;AMA DE CASA
15757;27/09/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;40;MASCULINO;UNION LIBRE;INDEPENDIENTE
17391;25/10/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;65;FEMENINO;CASADO;DESEMPLEADO
14555;09/09/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;46;MASCULINO;SOLTERO;AGRICULTOR
10430;02/07/2014;SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;41;FEMENINO;UNION LIBRE;AMA DE CASA
18193;09/11/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;68;FEMENINO;SOLTERO;PENSIONADO
